语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_01121,人才资源,第一资源,资源,资源,EC,经济,SC,社会,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01122,台海两岸,骨肉兄弟,兄弟,两岸,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01123,社会主义民主,新型民主,民主,民主,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01124,共产党员,人民的公仆,公仆,共产党员,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01125,人民群众,真正的英雄,英雄,群众,HM,人体,TM,时间,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01126,西部地区,资源富集区,富集区,地区,EC,经济,AB,抽象,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01127,中国,世界和平的坚定力量,力量,中国,FC,力量,AB,抽象,4,抽象→具体,84,0.6271,,,,,,,0.2508,,0.138,1
xb_01128,中日两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01129,中巴,友好邻邦,邻邦,中巴,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01130,尼中两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01131,作出表率,发达国家面临的一个挑战,挑战,表率,WR,战争,SC,社会,3,抽象→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01132,中巴,友好近邻,近邻,中巴,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01133,青年,先进文化的积极响应者,响应者,青年,HM,人体,EV,事件,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01134,中乌,友好国家,国家,中乌,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01135,劳动者素质和人才,先进生产力发展的重要支撑,支撑,人才,FC,力量,EV,事件,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_01136,科学技术,先进生产力的集中体现和主要标志,标志,技术,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01137,文学出版物,文明程度展示的窗口,窗口,出版物,OB,物体,EV,事件,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01138,朝鲜人民,勤劳智慧而又有着高度纪律性和凝聚力的民族,民族,人民,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01139,中国共产党人,最低纲领与最高纲领的统一论者,论者,共产党人,HM,人体,LF,光线,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01140,历史,客观事实,事实,历史,OB,物体,TM,时间,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01141,沿喷赤河约400公里的边界,"恐怖分子和毒品、枪支走私犯罪的""突破口""","""突",边界,WR,战争,EV,事件,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01142,核心,密切党同群众的血肉联系,联系,核心,BD,建筑,SC,社会,3,抽象→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01143,"""中国品位""",欧洲的主流,主流,品位,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01144,穿中国设计的丝绸服装,最高时尚,时尚,服装,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01145,孟中两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01146,核心,密切党同人民群众的血肉联系,联系,核心,BD,建筑,SC,社会,3,抽象→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01147,腐败现象,文明机体上的毒瘤,毒瘤,现象,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01148,中国首先要担任的角色,发达成员与发展中成员间的桥梁,桥梁,角色,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01149,解放思想,统一思想的基础,基础,思想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01150,解放思想,要按照发展的与时俱进的要求,要求,思想,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01151,辐射力,区划调整的目的,目的,辐射力,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01152,大城市,先进生产力与现代文明发达的标志,标志,城市,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01153,中吉两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01154,速度,平均身高只有1米92的新浪狮的命脉,命脉,速度,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01155,中柬两国,友好近邻,近邻,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01156,发展先进文化,加强生产力发展的强劲杠杆,杠杆,文化,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01157,人民群众,先进生产力和先进文化的创造主体,主体,群众,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01158,采矿权以及亿万农民的土地所有权,重要财产权,财产权,所有权,EC,经济,SC,社会,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01159,科学技术,人类文明进步的重要基石,基石,技术,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01160,龙头企业,贫困地区农业结构调整的引擎,引擎,企业,MC,医疗,SC,社会,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_01161,这,证明人类也会犯傻的无数事例中的一个,事例,这,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01162,越南人民,勤劳智慧的人民,人民,人民,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01163,婆媳关系,现实家庭矛盾的轴心,轴心,关系,MC,医疗,SC,社会,2,具体→抽象,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_01164,好儿媳,家庭和谐的重要因素,因素,媳,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01165,信用,文明国家的标志,标志,信用,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01166,违法建筑,文明城市的大敌,大敌,建筑,WR,战争,SC,社会,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01167,中泰两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01168,中阿,友好国家,国家,中阿,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01169,节约时间的滚梯,稀缺资源,资源,滚梯,EC,经济,TM,时间,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01170,老实的核心,诚信,诚信,核心,MR,机器,LF,光线,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_01171,诚信,基本道德规范,道德,诚信,MR,机器,ST,结构,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_01172,适应市场,最大竞争力,竞争力,市场,FC,力量,MR,机器,3,抽象→抽象,84,0.6271,,,,,,,0.2508,,0.138,1
xb_01173,马克思主义,科学而不是教条,教条,马克思主义,OB,物体,ST,结构,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01174,高质量的劳动力,先进生产力的基础,基础,劳动力,OB,物体,EV,事件,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01175,发展中成员和最不发达成员,发达成员维持大量农产品补贴的最大受害者,受害者,成员,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01176,避难权,基本人权,人权,避难权,HM,人体,MR,机器,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01177,创新,一个民族进步的灵魂,灵魂,创新,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01178,中华民族,勤劳智慧的民族,民族,民族,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01179,药品,特殊商品,商品,药品,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01180,人民群众,先进生产力和先进文化的创造主体,主体,群众,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01181,其中27人,无辜平民,平民,人,HM,人体,LF,光线,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01182,中朝两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01183,巴厘岛爆炸事件,恐怖事件,事件,事件,OB,物体,ST,结构,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01184,人才,先进文化的传播者,传播者,人才,HM,人体,CM,通讯,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01185,规律,客观事物及其过程内部的联系,联系,规律,SP,空间,AB,抽象,3,抽象→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_01186,竞争,市场经济的灵魂,灵魂,竞争,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01187,人民群众,先进生产力和先进文化的创造者,创造者,群众,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01188,当打主力,年轻球员,球员,主力,GM,游戏,AB,抽象,1,具体→具体,7,0.2935,,,,,,,0.1174,,0.0646,1
xb_01189,体能,年轻球员的长处,长处,体能,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01190,意思,俄国佬,佬,意思,HM,人体,MR,机器,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01191,中泰两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01192,**表语** (predicate): 符合时代发展潮流的,未标注表语,标注,表语,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01193,宪法,根本大法,大法,宪法,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01194,自强不息,崇高追求,追求,自强不息,MR,机器,MR,机器,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_01195,蒙中两国,友好邻邦,邻邦,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01196,人才资源,稀缺资源,资源,资源,EC,经济,MR,机器,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01197,家庭,坚强后盾,后盾,家庭,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01198,制鞋产业,传统工业,工业,产业,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01199,工人阶级,先进生产力的代表,代表,阶级,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01200,"""三个代表""重要思想",科学理论,理论,思想,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01201,21世纪成就大奖,最高荣誉,荣誉,大奖,MR,机器,SC,社会,4,抽象→具体,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_01202,集体主义,团结群众的旗帜,旗帜,集体主义,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01203,优势,宝贵财富,财富,优势,EC,经济,MR,机器,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01204,SARS康复者,健康人,健康人,康复者,HM,人体,ST,结构,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01205,国有大型高科技企业,先进生产力的集中代表,代表,企业,HM,人体,SC,社会,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01206,教师,先进文化的重要传播者,传播者,教师,HM,人体,CM,通讯,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01207,科学技术,第一生产力,生产力,技术,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01208,旗帜,庄严号令,庄严号,旗帜,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01209,中柬两国,友好近邻,近邻,国,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01210,书画,高雅艺术,艺术,书画,HM,人体,EV,事件,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01211,科学的世界观,先进文化的核心,核心,世界观,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01212,中巴,友好邻邦,邻邦,中巴,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01213,民商法,市场经济的基本法,基本法,法,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01214,中国共产党人,最高纲领与最低纲领的统一论者,论者,共产党人,HM,人体,LF,光线,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01215,科学技术,先进生产力的集中体现和主要标志,标志,技术,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01216,政府学校,坚强后盾,后盾,学校,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01217,中菲,友好近邻,近邻,中菲,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01218,加班到深夜甚至通宵,平常事,平常事,深夜,OB,物体,EV,事件,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01219,江泽民军队基层建设思想,科学理论,理论,思想,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01220,诚信,传统文化的精华,精华,诚信,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01221,文化,不同民族间彼此了解的载体,载体,文化,OB,物体,CM,通讯,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01222,文化,一种和平的黏合剂,黏合剂,文化,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01223,共产党人,先进生产力发展要求的代表,代表,共产党人,HM,人体,LF,光线,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01224,盖上数十个公章,平常事儿,事儿,公章,OB,物体,EV,事件,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01225,人民群众,先进生产力和先进文化的创造者,创造者,群众,HM,人体,TM,时间,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01226,国际经济贸易规则,不同国家利益矛盾妥协的产物,产物,规则,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01227,科学文化知识,人生中最宝贵的财富,财富,知识,EC,经济,TH,思维,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01228,人才,先进生产力和先进文化的重要创造者和传播者,传播者,人才,HM,人体,TM,时间,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01229,人才资源,第一资源,资源,资源,EC,经济,LF,光线,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01230,中印双方,友好邻邦和合作伙伴,伙伴,印,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01231,共产主义,客观真理,真理,共产主义,OB,物体,TH,思维,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01232,中缅,友好邻邦,邻邦,中缅,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01233,坦中关系,特殊关系,关系,关系,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01234,上等人,为数极少的大贵族,大贵族,人,HM,人体,LF,光线,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01235,中等人,一般僧俗官员,官员,人,HM,人体,LF,光线,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01236,中蒙两国,友好近邻,近邻,国,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01237,稀土,宝贵资源,资源,稀土,EC,经济,MR,机器,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01238,失业知识青年,主力军,主力军,青年,WR,战争,TH,思维,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01239,共产党员,特殊材料制成的,材料,共产党员,OB,物体,LF,光线,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01240,中国人民,勤劳智慧的伟大人民,人民,人民,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01241,医疗救助制度,"困难群众看病就医的""兜底网""","网""",制度,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01242,资金,最大瓶颈,瓶颈,资金,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01243,中医,伟大宝库,宝库,中医,OB,物体,MR,机器,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01244,群众的利益,最高利益,利益,利益,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01245,中华传统美德,优秀传统文化的精华,精华,美德,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01246,基层,年轻干部增长本领的大课堂,大课堂,基层,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01247,全国人民代表大会,最高国家权力机关,机关,大会,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01248,斯中两国,亲密朋友,朋友,国,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01249,尊重代表的权利,尊重人民的权利,权利,权利,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01250,中国的发展对世界,重要机遇,机遇,发展,OB,物体,ST,结构,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01251,家,最小国,小国,家,OB,物体,SC,社会,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_01252,建临时停车场,大好事,事,停车场,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01253,群众,良好环境的享有者,享有者,群众,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01254,港人,热心公益的,公益,港人,SN,感知,LF,光线,4,抽象→具体,146,0.7044,,,,,,,0.2818,,0.155,1
xb_01255,劳动力,宝贵资源,资源,劳动力,EC,经济,MR,机器,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01256,对发展中瑞关系,重大利好,利好,关系,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01257,扶贫资金,贫困群众的'保命钱',钱,资金,EC,经济,AB,抽象,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01258,增强企业盈利能力,根本,根本,能力,LV,生命,MR,机器,3,抽象→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_01259,好文风,重要因素,因素,文风,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01260,埃博拉,贫穷国家里穷人生的病,病,埃博拉,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01261,诚信,高尚品德,高尚品德,诚信,MR,机器,MR,机器,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_01262,中国发展对世界,巨大机遇,机遇,世界,OB,物体,ST,结构,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01263,团团伙伙,封建人身依附关系和江湖帮派文化的产物,产物,伙伙,OB,物体,TM,时间,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01264,党,先锋队,先锋队,党,WR,战争,SC,社会,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01265,网络空间,现实社会的延伸,延伸,空间,SP,空间,ST,结构,3,抽象→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_01266,绿色生态,最大财富,财富,生态,EC,经济,MR,机器,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01267,开封民俗文化,传统文化的精华,精华,文化,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01268,扶贫资金,贫困群众的'救命钱',命钱,资金,EC,经济,AB,抽象,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01269,教养,文明结晶在个人身上的体现,体现,教养,OB,物体,LF,光线,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01270,戏剧,通俗艺术,艺术,戏剧,HM,人体,EV,事件,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01271,语言,重要资源,资源,语言,EC,经济,MR,机器,2,具体→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_01272,大数据,最好抓手之一,之一,数据,BD,建筑,MR,机器,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_01273,青少年,关键人群,人群,青少年,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01274,中国梦,国家情怀,情怀,梦,HM,人体,EM,情感,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01275,科学社会主义,中国道路的理论指引,指引,社会主义,OB,物体,SC,社会,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01276,大数据,健康医疗领域的发展趋势,趋势,数据,OB,物体,EV,事件,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01277,中越,友好邻邦,邻邦,中越,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01278,国家,文明社会的概括,概括,国家,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01279,大型企业,先进生产力的代表,代表,企业,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01280,正面清单和负面清单,明确债转股的政策边界,边界,清单,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01281,坚持党对国有企业的领导,重大政治原则,原则,领导,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01282,慈善组织,慈善法规定的慈善募捐的主体,主体,组织,HM,人体,SC,社会,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01283,修地铁,大好事,事,地铁,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01284,好家风,传统文化的精髓,精髓,家风,OB,物体,MR,机器,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_01285,受教育权,贫困地区的人民脱离贫困、增长才干、武装自己的利器,利器,教育权,WR,战争,AB,抽象,2,具体→抽象,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_01286,企业,技术创新的主体,主体,企业,HM,人体,EV,事件,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_01287,担当,改革者的本色,本色,担当,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
